Base	Genre-base	Nombre-base	Collocatif	Genre-collocatif	Nombre-collocatif	Lemme collocatif	Compositionnel	Phrase	ID	Corpus	URL
vie	féminin	singulier	saine	féminin	singulier	sain	Oui	Faut que tu dormes plus, il lui disait, faut que tu te reposes, faut que t'arrêtes de sortir comme ça tous les soirs si t'es pas capable d'assumer le lendemain au boulot, t'as trente ans un gamin une gentille femme un loyer à payer, faut que tu ralentisses et que tu mènes une vie plus saine, t'auras pas toujours un patron sympa comme moi pour te payer à bayer aux corneilles dès midi sonné.	s228 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s228&idxml=LITT.fr.ADAM.xml&user=userP&token=3991bf0fde6914283d3b438b6215f011
personne	féminin	singulier	saine	féminin	singulier	sain	Oui	Une personne saine et enjouée, me dis-je, n'aurait pas fait ce que je faisais.	s663 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s663&idxml=LITT.fr.BELLETTO.xml&user=userP&token=54a0038f696a912846cac119469eae37
peau	féminin	singulier	saine	féminin	singulier	sain	Oui	La louve s'élança aussitôt vers le petit et entreprit de le nettoyer à grands coups de langue, léchant la carapace écailleuse qui fondit dans l'instant, révélant sous la membrane visqueuse une peau saine et rose.	s8737 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8737&idxml=LITT.fr.BRASEY.xml&user=userP&token=31aec4b69758bc245bb5d4df902dc6aa
nourriture	féminin	singulier	saine	féminin	singulier	sain	Oui	Une nourriture saine et complète lui suffit.	s4110 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4110&idxml=LITT.fr.DIROLLO.xml&user=userP&token=afa80e34b5f95f1479a97f513605c6c8
chair	féminin	singulier	saine	féminin	singulier	sain	Oui	Et puis, cette propreté, ce visage massif et diaphane, cette foulée aérienne, et cette odeur de chair saine, jamais Junior ne les a connus.	s2317 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2317&idxml=LITT.fr.KHADRA.xml&user=user&token=3cd0621bde0326e351a292b2725b9d2d
écorces	féminin	pluriel	saines	féminin	pluriel	sain	Oui	Du revers de ma lame j'écartais une feuille quand un jeune arbre aux écorces saines et luisantes m'apparut dans toute sa beauté.	s856 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s856&idxml=LITT.fr.AUGIERAS.xml&user=userP&token=e87d74286fe9c737a00fc50cdbe013f0
dents	féminin	pluriel	saines	féminin	pluriel	sain	Oui	Du coin de l'oeil, je l'examine : le teint rose, la peau bien tendue sur les os qu'on devine à peine sous une suffisante couche de graisse, les dents saines et blanches, des yeux obliques, rieurs et bleus.	s364 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s364&idxml=LITT.fr.LANGFUS.xml&user=user&token=1225e45ce5f35dffe69bfcf79551d22e
bouche	féminin	singulier	saine	féminin	singulier	sain	Oui	– Au moins, toi, dit-elle en me souriant de sa large bouche saine et éclatante, tu es l'homme nature.	s21398 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s21398&idxml=LITT.fr.MERLE2.xml&user=user&token=a7855ba7979359acbffb213cde771ec5
jambe	féminin	singulier	saine	féminin	singulier	sain	Oui	Sa jambe saine, sur laquelle il avait transféré tout son poids, tremblait de fatigue.	s12962 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12962&idxml=SF.fr.BORDAGE.xml&user=userP&token=de4bafbe504094c855f8539bfb6e20ac
feuilles	féminin	pluriel	saines	féminin	pluriel	sain	Oui	À bout de souffle, il s'appuya contre un saule et nota qu'on aurait dû élaguer l'arbre au printemps ; ses feuilles étaient trop petites pour être saines.	s148 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s148&idxml=LITT.fr.BROUILLET.xml&user=userP&token=865447ee52b5eabfbcf70318fddb695d
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	On la découvre à travers les yeux de Gus, fin observateur du monde qui l'entoure.	s7764 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7764&idxml=lfi2010_2011.xml&user=userP&token=911e14799d449847822fe996d275a7be
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	"A une ou deux contrariétés près, ainsi résumées par son directeur, Paul-Henri Wauters, au demeurant fin observateur de l'évolution des moeurs artistico-économiques : ""La particularité de cette édition est, qu'en la préparant, nous avons eu cinq ou six groupes qui nous ont finalement filés entre les doigts après avoir longtemps tergiversé."	s168271 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s168271&idxml=libe2010_2015.xml&user=userP&token=c92826e0c9dbaabe5f235363079c836d
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	Markus Hansen, en fin observateur, s'est donné comme projet fou de chercher à saisir les émotions subtiles qui se dessinent sur un visage, et ça marche !	s197999 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s197999&idxml=libe2010_2015.xml&user=userP&token=d1f0715adb04234b75001fb62397b81e
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	Bachar Al-Assad est assurément un fin observateur de la scène internationale.	s701791 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s701791&idxml=lm2010_2015.xml&user=userP&token=3ae20bc08b10d1c68110435f07582f06
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	L'écrivain, fin observateur de la société contemporaine, prouve avec ce nouveau livre que le vin n'est décidément pas destiné qu'à être bu!	s728380 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s728380&idxml=lm2010_2015.xml&user=userP&token=e88eeeae0bf69c807b6ed4af1d74178c
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	"La vie ici est très épicée, on vit plus intensément, ce qui fait la beauté de nos créations "" , rêve l'architecte Nabil Gholam, fin observateur de ses contemporains."	s1182613 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1182613&idxml=lm2010_2015.xml&user=userP&token=46c7f533eaca800826cf5daf1d457034
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	Pour ce fin observateur du système, si réforme il y a, elle ne peut se faire que dans le cadre d'une articulation avec le supérieur.	s1303969 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1303969&idxml=lm2010_2015.xml&user=userP&token=383c80037a5c00cbe8f3d2b1d3d2e030
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	Sous ses dehors réservés, le Maure était fin observateur et bien introduit auprès de quelques courtisans.	s9034 	HIST : Corpus historique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s9034&idxml=HIST.fr.GIRARD.xml&user=userP&token=56d5ea454bb2678172cb1104aae2399a
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	Ça passe par moi, ça peut passer par toi, assène Lorenzo, fin observateur de la politique intérieure chez Modus.	s4968 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4968&idxml=SENT.fr.TROMPETTE.xml&user=userP&token=fe4aab91f64cf1d2ef310b26d75ec7b0
observateur	masculin	singulier	fin	masculin	singulier	fin	Non	Hurj Ingan était fin observateur et s'il se leurrait sur la nature du désir que Salvarode éprouvait pour elle, il avait percé le marchombre à jour avec une facilité déconcertante.	s2121 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2121&idxml=FY.fr.BOTTERO.xml&user=userP&token=d13a6a43bcf2aa729cf6ca4e45015872
bretelles	féminin	pluriel	fines	féminin	pluriel	fin	Oui	Daphné avait enfilé une nuisette blanche en coton, à fines bretelles.	s3812 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3812&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=0d92be6ea1ce4207d1e630dcdb7cb230
peau	féminin	singulier	fine	féminin	singulier	fin	Oui	Ce garçon était si sculptural que passer la main sur sa musculature nerveuse donnait l'impression de caresser la peau fine et tendue d'un cheval sauvage.	s6287 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6287&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=f93ffc632d0f011f90e95ca94da00a27
couche	féminin	singulier	fine	féminin	singulier	fin	Oui	Je porte une fine couche de tartre sur les dents, rapport au fait que j'ai oublié de me les brosser ce matin. 	s8097 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8097&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=e16f9b9d5d043fa6a6b86873ceba197b
robe	féminin	singulier	fine	féminin	singulier	fin	Oui	La femme, adipeuse et sans grâce, portait une fine robe à bretelles couleur saumon fumé, totalement inadaptée à la température de cette fin de journée dans une gare glaciale.	s8331 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8331&idxml=LITT.fr.ABECASSIS.xml&user=userP&token=5046ff8a01d3dfbc0704e9689dfcc296
lames	féminin	pluriel	fines	féminin	pluriel	fin	Oui	Elle vise à obtenir des lames de pierre fines et aussi tranchantes que les couteaux d'aujourd'hui.	s206 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s206&idxml=lfi2010_2011.xml&user=userP&token=4af8f70a03e3f84bfd44aa8c69c1c17d
feuilles	féminin	pluriel	fines	féminin	pluriel	fin	Oui	Rians propose ainsi une crème dessert accompagnée d'un sachet d'éclats d'amandes et de noisettes, et Lactalis-Nestlé une mousse aromatisée La Laitière mélangée à de fines feuilles de chocolat noir.	s21079 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s21079&idxml=lfi2010_2011.xml&user=userP&token=94282261bc7ed2f2073bb4098f9f5a63
moustaches	féminin	pluriel	fines	féminin	pluriel	fin	Oui	La musique éclata sans crier gare, entraînante, joyeuse, et le grand rideau laissa échapper haut-de-forme, queue-de-pie, gants blancs et fines moustaches recourbées : l'incontournable M. Loyal.	s4126 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4126&idxml=FY.fr.ALBERT.xml&user=userP&token=e74a6a3eadb74dc4726ff34d9f3617f9
laine	féminin	singulier	fine	féminin	singulier	fin	Oui	Se détournant, la jeune reine entra dans sa tente où des tapis et des couvertures de fine laine avaient été installés.	s2209 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2209&idxml=FY.fr.ANGE.xml&user=userP&token=c8f8c8db7a3d0b273ad0cf7576c3398b
tissu	masculin	singulier	fin	masculin	singulier	fin	Oui	Marikani ne put s'empêcher de baisser les yeux sur ce que le tissu fin des vêtements du palais d'été, trempé, révélait sans qu'elle en ait conscience.	s8306 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s8306&idxml=FY.fr.ANGE.xml&user=userP&token=c39ace833456452f4aee8787da06f458
matelas	masculin	singulier	fin	masculin	singulier	fin	Oui	Allongés sur un fin matelas de jute, sur le sol dallé, leurs deux corps enlacés recouverts d'un drap blanc.	s17595 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s17595&idxml=FY.fr.ANGE.xml&user=userP&token=de388cf87b3f159c9bd335c1f2e66374
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Tu verras, nous formerons un beau couple.	s3012 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3012&idxml=LITT.fr.BRUSSOLO3.xml&user=userP&token=3b2d5ea85606cfb2da80bcaa8cf7aeb0
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Je n'avais jamais vu un aussi beau couple que celui que vous formiez tous les deux.	s7488 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7488&idxml=LITT.fr.CLAVEL3.xml&user=userP&token=eaa90c7bdc5d316c5cbd2609ffa7e0fb
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Quelle merveilleuse nouvelle, et quel beau couple elle formait avec Méhy !	s4394 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4394&idxml=LITT.fr.JACQ.xml&user=userP&token=7220ec66c8230ecb0d3c05a7658105d0
couple	masculin	singulier	beau	masculin	singulier	beau	Non	ls formaient un très beau couple – m'a-t-il semblé, ce jour-là.	s1590 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1590&idxml=LITT.fr.MODIANO.xml&user=userP&token=85fb36594430dbbd6619102d18ff0326
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Sans doute aussi se trouverait-il un jour, dans cette même société, un homme assez séduisant pour l'en consoler définitivement : cela ferait un beau couple qui ne déparerait pas, bien au contraire, ce petit Versailles charentais qu'était devenue notre bonne vieille ville. 	s183 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s183&idxml=LITT.fr.SAGAN.xml&user=userP&token=a12cfa44d9aa148b56fda94d0dc525ee
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Voyons un peu, laisse-nous voir... et comme les peintures rupestres au fond des cavernes percées, comme les momies dans les sépultures violées, au contact de l'air, de la lumière du dehors, ce beau couple amoureux va déteindre, se désagréger...	s1067 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1067&idxml=LITT.fr.SARRAUTE.xml&user=userP&token=6632b3f2445004d038eca556eb03ee4d
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Le beau couple est saisi dans le mystère de l'attraction amoureuse et la magie de la jouissance, sur le chemin de l'amour.	s351908 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s351908&idxml=lfi2010_2011.xml&user=userP&token=c03a0259c53b51b5cf109960dc2b0788
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Un beau couple sexagénaire fête ses 35 ans de mariage avec sa progéniture rassemblée dans la maison de campagne; le bonheur dans l'horreur.	s376581 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s376581&idxml=libe2010_2015.xml&user=userP&token=59ccb1950eb2bbd3dc26279e8078ba37
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Il forme avec la fille de la mère indigne (la formidable Justine Crawford, 14 ans) un beau couple impassible, qui condamne son entourage par sa seule présence morale.	s757063 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s757063&idxml=libe2010_2015.xml&user=userP&token=9c333449c6e54cad29c0469e3efe9828
couple	masculin	singulier	beau	masculin	singulier	beau	Non	Maureen et Julian formaient alors un très beau couple, les deux familles entretenaient de solides liens d'amitié, l'avenir était assuré.	s708	SENT : Corpus sentimental de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s708&idxml=SENT.fr.BOURDIN.xml&user=userP&token=24927638b32757169c7d9f35cd57c8c2
marquise	féminin	singulier	belle	féminin	singulier	beau	Oui	En outre, si d'Épernon ne doutait certes pas que le monarque était par ailleurs un homme sale, sans raffinement du corps et de la tenue, il n'ignorait pas non plus que la belle marquise n'y trouvait point tant à redire à l'époque où elle imaginait en tirer les plus grands profits.	s9495 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s9495&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=ba589b8596c4532c73cd56c7506e3049
princesse	féminin	singulier	belle	féminin	singulier	beau	Oui	– Vous ne m'avez point demandé comment Monsieur de Nissac, lui, regardait la belle princesse espagnole ?	s10928 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10928&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=c0e6c8c5fb7d526f9157c1f466d9938b
chevaux	masculin	pluriel	beaux	masculin	pluriel	beau	Oui	De beaux chevaux, peut-être trop beaux, menés par un moine qui dissimulait son visage et quatre hommes aux airs brutaux, aux impressionnantes mâchoires et aux yeux fous.	s11213 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s11213&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=386d2a4b94fec35f9d881b81199482d2
violon	masculin	singulier	beau	masculin	singulier	beau	Oui	C'était un beau violon, un « cadeau exceptionnel » avait dit son père en lui confiant l'instrument.	s984 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s984&idxml=LITT.fr.ACHARD.xml&user=userP&token=0efb8d99345c498535b3bfed58aab697
baron	masculin	singulier	beau	masculin	singulier	beau	Oui	Si bien qu'on vit souvent, et pour le plus grand plaisir des dames qui se pressaient aux fenêtres, le jeune et très beau baron s'enfuir par les toits, nu, ce qui permettait de détailler son anatomie et de constater que sa réputation n'était point usurpée.	s12824 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12824&idxml=LITT.fr.FAJARDIE.xml&user=userP&token=8527089a61295dff86dfe7c5e0630126
fleurs	féminin	pluriel	belles	féminin	pluriel	beau	Oui	Alors je peux conquérir le monde, détourner les océans et les rivières, irriguer les déserts, te guérir des plus fortes fièvres, te parer des plus belles fleurs.	s10508 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s10508&idxml=LITT.fr.PANCOL.xml&user=userP&token=0b0d60e3e3cca77e18f02603b442458e
maison	féminin	singulier	belle	féminin	singulier	beau	Oui	– Le grand maréchal Bertrand m'apprend que les mines ne fonctionnent plus depuis des semaines, que vous avez délaissé votre belle maison pour un logis à Porto Ferraio et que mon souhait est impossible à satisfaire en si peu de temps...	s3350 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s3350&idxml=LITT.fr.RAMBAUD.xml&user=userP&token=c63445084d3ecebf7e8dbb86acba50b7
visage	masculin	singulier	beau	masculin	singulier	beau	Oui	Son beau visage était figé sur un rictus qui n'annonçait que détermination et cruauté.	s6381 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6381&idxml=LITT.fr.ROBERT.xml&user=userP&token=344adc724e872850a5b187e62a34b14e
pantalon	masculin	singulier	beau	masculin	singulier	beau	Oui	La gorge serrée, je les regardais, la tête renversée en arrière, reprenant mon souffle avec peine, mes mains couvertes de bave et d'écume posées sur mon beau pantalon neuf : un pantalon de nankin que Flora m'avait aussi fait acheter un jour de caprice.	s500 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s500&idxml=LITT.fr.SAGAN.xml&user=userP&token=1fbf9d1535abf578fac7ec7ef50718f2
bateau	masculin	singulier	beau	masculin	singulier	beau	Oui	Alors il se souvint de l'admiration de Vendredi pour le beau bateau blanc, et comme il se balançait heureusement en riant d'une vergue à l'autre au-dessus des flots.	s1629 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1629&idxml=LITT.fr.TOURNIE2.xml&user=userP&token=ce1eee9971e6ee2e98015963b9486a20
journalistes	masculin	pluriel	grands	masculin	pluriel	grand	Non	– Non, il a peut-être un peu disjoncté sur la fin mais moi, je l'ai bien connu et je peux vous affirmer qu'il a été en son temps l'un des plus grands journalistes de Paris.	s919 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s919&idxml=SF.en_fr/patched/fr/WERBER_Le_Pere_de_nos_peres.xml.tei.xml&user=userP&token=16c91749d1f70abb713910f9d533f8da
journalistes	masculin	pluriel	grands	masculin	pluriel	grand	Non	Philippe Barrès sera aussi l'un des grands journalistes de son temps.	s47993 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s47993&idxml=lfi2010_2011.xml&user=userP&token=4e5af0c85227fb33233723a88ad23e71
journaliste	masculin	singulier	grand	masculin	singulier	grand	Non	Ce grand journaliste observa beaucoup et ses leçons portent loin.	s351466 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s351466&idxml=lfi2010_2011.xml&user=userP&token=86701de1de9a48a94288336580c1c1bf
journalistes	masculin	pluriel	grands	masculin	pluriel	grand	Non	Il aimait profondément les gens du métier, les grands journalistes, les professionnels.	s302373 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s302373&idxml=libe2010_2015.xml&user=userP&token=b14b4fc84a5225fa8614516fd63eefa5
