Base	Genre-base	Nombre-base	Collocatif	Genre-collocatif	Nombre-collocatif	Lemme collocatif	Compositionnel	Phrase	ID	Corpus	URL
balles	féminin	pluriel	plomb	masculin	singulier	plomb	Oui	Il avait apporté avec lui un mousquet de cinq pieds de long dont il avait démonté le canon pour qu'il soit facile à transporter, sa fourquine, un récipient de poudre noire et un sac contenant quelques balles de plomb et des mèches.	s7495 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s7495&idxml=LITT.fr.DAILLON.xml&user=userP&token=755f415dc6ed9334d513520b0418ee13
lamelles	féminin	pluriel	plomb	masculin	singulier	plomb	Oui	À un détail près : un minuscule étui de cigarettes, qui renfermait un sachet de poudre verte entouré de lamelles de plomb isolantes.	s34008 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s34008&idxml=lfi2010_2011.xml&user=user&token=09ee1a68fc1041e056d4962a16a42c98
balle	féminin	singulier	plomb	masculin	singulier	plomb	Oui	Il lui aurait suffi, pour s'apercevoir de son erreur, de tirer au pistolet une balle de plomb d'une once contre une boule de chiffons serrés d'un poids supérieur de deux livres.	s5147 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5147&idxml=LITT.fr.GOLON~GOLON.xml&user=userP&token=c27d472bd8b661dd368282d38129ace8
noyaux	masculin	pluriel	plomb	masculin	singulier	plomb	Oui	La température qu'atteint la matière formée lors du choc entre deux noyaux de plomb est de l'ordre de 100 000 fois celle régnant au coeur du Soleil.	s46218 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s46218&idxml=lfi2010_2011.xml&user=user&token=6f69257f750c50c6fc76c30abcd058e8
cartouches	féminin	pluriel	plomb	masculin	singulier	plomb	Oui	A l'époque, ils avaient formellement identifié les hommes rejugés pour avoir tiré des cartouches de plomb sur des policiers lors des émeutes qui avaient éclaté en 2007 après la mort accidentelle de deux adolescents.	s74369 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s74369&idxml=libe2010_2015.xml&user=user&token=9db5a19d9df727d90c04bfcba7b74ecf
billes	féminin	pluriel	plomb	masculin	singulier	plomb	Oui	À la costumière, Dussollier a demandé de remplir le bas de son pantalon de billes de plomb, pour alourdir son pas.	s66308 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s66308&idxml=lfi2010_2011.xml&user=userP&token=8cb242ad11bb1f464578ae9cc6be521f
boulet	masculin	singulier	plomb	masculin	singulier	plomb	Oui	Il n'y a là que des figures connues : l'homme le plus fort du monde, capable d'envoyer sur la lune un boulet de plomb, la femme à barbe à la voix cristalline, le lanceur de couteaux colérique, la femme animale que l'on tient en cage...	s20005 	Corpus de presse du Monde, Figaro, Libération 2010-2015	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s20005&idxml=libe2010_2015.xml&user=userP&token=a20f1e85e54f194ebae4e449cb26c778
bille	féminin	singulier	plomb	masculin	singulier	plomb	Oui	Erg rauqua sous l'extraction à la pince d'une bille de plomb.	s4361 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s4361&idxml=FY.fr.DAMASIO.xml&user=userP&token=16ab077e7492b28e4319ebf11ba48817
plaque	féminin	singulier	plomb	masculin	singulier	plomb	Oui	Il fallait faire coulisser la dalle-couvercle, placer la dépouille sur la plaque de plomb, refermer la dalle et abaisser un levier.	s2469 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2469&idxml=LITT.fr.AYERDHAL.xml&user=userP&token=b5002a1b7138ffb396ca4c58b5e2cf89
coupole	féminin	singulier	plomb	masculin	singulier	plomb	Oui	Zolt fit établir au sommet de la colline une coupole en verre à base de plomb qui permettait de mieux observer ce qui se passait à la surface.	s5201 	LITT : Sélection d’oeuvres de phraseorom (5M par sous-genre)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5201&idxml=LITT.fr.BARBET.xml&user=userP&token=0e4a2cc10d8e8f063016fad76e3fac2f
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Et si Blandine ne semblait pas autrement affectée par toute cette cochonnerie, au long des villes et villages que nous traversions, je ressentais quant à moi un profond dégoût.	s1201 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1201&idxml=SF.en_fr/patched/fr/DIROLLO_Fresques_de_la_tragedie_humaine_1_Number_nine.xml.tei.xml&user=user&token=46789fdf93c0d1a6febc67b0418d1288
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Tout son être exsudait un dégoût profond à l'égard des visiteurs.	s5885 	SF_COMP : corpus de SF comparable en-fr (années 1990)	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5885&idxml=SF.en_fr/patched/fr/GENEFORT_ARAGO.xml.tei.xml&user=user&token=ff542e8e7cb7970f424ac2175f5cc3c3
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Lentement, Lliane se redressa, le coeur lourd d'un profond dégoût.	s12962 	FY : Corpus fantastique de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s12962&idxml=FY.fr.FETJAINE.xml&user=user&token=a6ef2ecb8dd574414c37ba394c5f4413
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	On comprendra qu'après de telles expériences et bien d'autres, je fusse pris d'un dégoût profond de publier.	s17509 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s17509&idxml=GEN.fr.AJAR.xml&user=user&token=cb26136f3dcd4f5c9d320a1a62865498
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Pour lui, la volonté de vivre se réduit parfois à l'instinct de conservation, parfaitement compatible avec un profond dégoût de l'existence : dégoût qui peut conduire à la névrose fabulatrice, à la fugue, au terrorisme, à l'entrée dans une secte, à la négation de soi qu'illustre bien l'inconnu de Lagrairie en répétant : Je ne suis personne.	s6087 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s6087&idxml=GEN.fr.BAZIN.xml&user=user&token=e412b958ea45eefe2a7646d75903fda4
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Pourtant c'était clair et claire aussi la raison pour laquelle jusqu'à ce jour j'avais éprouvé un profond dégoût de la masturbation, une sorte d'écoeurement qui me mettait dangereusement mal à mon aise.	s2116 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2116&idxml=GEN.fr.CARDINAL.xml&user=user&token=a82bdf622958fa4cc001845d2ab19731
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Je me rendais compte en même temps que le coup formidable qu'elle m'avait assené en me racontant son avortement raté m'avait laissé un profond dégoût de moi : je ne pouvais pas être aimée, je ne pouvais pas plaire, je ne pouvais qu'être rejetée.	s2928 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s2928&idxml=GEN.fr.CARDINAL.xml&user=user&token=6364f97a32d3a975087e10b8c5f7c07b
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Après l'étourdissement causé par un brusque changement de direction, il y eut ce profond dégoût pour cette recherche qui nous apparaissait maintenant inutile et difficilement justifiable.	s1904 	GEN : Corpus général de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s1904&idxml=GEN.fr.CINTAS.xml&user=user&token=d41018086c68538611bceb01938a21be
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Un profond dégoût s'immisça entre les sanglots de la gamine.	s310 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s310&idxml=SF.fr.BARBERI.xml&user=user&token=c30348008fb76fa43f51bbf59d49ba41
dégoût	masculin	singulier	profond	masculin	singulier	profond	Non	Non, elle n'allait pas les plaindre, mais elle avait entrevu le désespoir dans leurs yeux, un profond dégoût d'eux-mêmes qu'ils croyaient exorciser dans la chambre à cauchemars du pavillon de la hyène.	s48751 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s48751&idxml=SF.fr.BORDAGE.xml&user=user&token=0733a8db4e069997ea65acb202eb9eb1
fossé	masculin	singulier	profond	masculin	singulier	profond	Oui	Une ligne de pièges garnis de pieux acérés ceignait les palissades, puis venaient des rangées de fascines serrées et, enfin, un fossé profond de près de deux mètres.	s5070 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s5070&idxml=SF.fr.BARBET.xml&user=user&token=9447a3a2dd099847d6733bd1d7327cb6
galeries	féminin	pluriel	profondes	féminin	pluriel	profond	Oui	Os-berg, en effet, avait observé que les courtilières creusaient dans le sol de profondes galeries.	s13464 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s13464&idxml=SF.fr.BARBET.xml&user=user&token=3bf2497e7c5bb1d515b8d5f371770c97
gorges	féminin	pluriel	profondes	féminin	pluriel	profond	Oui	Ils traversèrent ainsi des gorges profondes et sauvages, où des torrents coulaient en mugissant.	s15561 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s15561&idxml=SF.fr.BARBET.xml&user=user&token=148aa585d6557b8b37b118151e77be38
puits	masculin	singulier	profond	masculin	singulier	profond	Oui	Ils débouchèrent sur une plate-forme communiquant directement avec le sas d'un astronef tapi dans un puits profond.	s24275 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s24275&idxml=SF.fr.BARBET.xml&user=user&token=1f15796c84ebf4f2b6d23e23cd8dceeb
fosse	féminin	singulier	profonde	féminin	singulier	profond	Oui	Lorsqu'il atteignit le coude, ce fut pour voir une fosse profonde ouverte à ses pieds.	s37879 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s37879&idxml=SF.fr.BARBET.xml&user=user&token=3cbff8f9378f785ece87c623c1a5ce93
grotte	féminin	singulier	profonde	féminin	singulier	profond	Oui	Trois jours plus tôt, les voyageurs s'étaient réveillés dans une grotte profonde et humide.	s24778 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s24778&idxml=SF.fr.BORDAGE.xml&user=user&token=233d5766d0580f1ba42ec855b26d8640
faille	féminin	singulier	profonde	féminin	singulier	profond	Oui	Les descendants des passagers de la nef, Priors et Minors, vivaient sur le plateau central d'un continent appelé Alt qui s'achevait à l'ouest par une faille profonde, large et longue de plusieurs milliers de pas.	s27426 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s27426&idxml=SF.fr.BORDAGE.xml&user=user&token=60c6f09c5c80919fb2b7dd0765606f9a
caverne	féminin	singulier	profonde	féminin	singulier	profond	Oui	Il opta pour une caverne profonde où coulait une rivière souterraine dont le murmure se perdait dans les profondeurs de la terre. 	s33610 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s33610&idxml=SF.fr.BORDAGE.xml&user=user&token=607c95c48a7747c196bb2e5902590159
forêt	féminin	singulier	profonde	féminin	singulier	profond	Oui	La file des chariots s'étirait sur le chemin cabossé qui s'enfonçait dans une forêt profonde, interminable.	s36346 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s36346&idxml=SF.fr.BORDAGE.xml&user=user&token=cabf8acc1792b353d730eef09b28e008
cavité	féminin	singulier	profonde	féminin	singulier	profond	Oui	Un pan de mur pivota et démasqua une profonde cavité qui contenait une luxueuse machine à presser le zotl et un bon tas de racines.	s13340 	SF : Corpus de science-fiction de phraseorom	phraseotext.univ-grenoble-alpes.fr/lexicoscope/context.php?&idsent=s13340&idxml=SF.fr.KLEIN.xml&user=user&token=7c44561325f3308893e8660bd985728b
